objid ra dec u g r i z
1237655469136282000 229.621524773534 1.99090936586809 17.01842 15.40866 14.64049 17.03035 14.30747
1237655469136282005 229.64228694333 1.98930283529691 17.18597 15.50095 14.8403 15.16207 14.40883
1237655469136282064 229.646089065571 1.98840792946203 19.1531 17.97235 17.5719 17.38538 17.32753
1237655469136347282 229.651133069101 1.9863917708612 20.03425 18.9851 18.5982 18.5136 18.63499
1237655469136282022 229.6032894874 1.99008406358085 18.13812 16.79569 16.13068 15.89465 15.8053
1237655469136282052 229.608382840884 1.98727672670727 19.35717 18.27943 17.6404 17.26941 22.82689
1237655469136282060 229.604518063747 1.9905410081198 19.35952 18.14994 17.70662 17.41548 17.40408
1237655469136347263 229.659433139582 1.98646954262012 22.40273 18.72003 24.80203 18.1377 22.82691
1237655469136347264 229.653618518594 1.98421675924672 19.34186 18.33181 17.93291 17.88506 17.84759
1237655469136347287 229.651437210467 1.98494047181875 19.86295 18.89108 18.46283 18.47745 18.4129
1237655469136347320 229.669231608655 1.98780584140972 19.84698 18.85922 18.48889 18.4765 18.5082
1237655469136281994 229.596868990838 1.9879745644021 16.57371 14.98271 14.81779 15.67221 12.39526
1237655469136282021 229.629583803903 1.98155554848253 17.959 16.60786 16.02139 15.76172 15.67981
1237655469136282051 229.602307686055 1.98306076317914 24.63461 25.11436 24.802 18.16295 22.82686
1237655469136282066 229.622525640022 1.98235237453919 19.3686 18.16246 17.76214 17.58636 17.578
1237655469136282067 229.587922931412 1.98939389307955 19.26617 18.13987 17.74407 17.51531 17.43379
1237655469136282068 229.609003913903 1.98245574737958 19.31461 18.24768 17.88489 17.68377 17.70671
1237655469136347241 229.66166199487 1.97964116167038 16.09718 14.61754 14.24245 17.32039 13.98629
1237655469136347245 229.664061700433 1.98101474832663 17.08499 15.40097 14.79725 19.76108 14.3336
1237655469136347267 229.6542503671 1.9826630104975 24.63467 19.32932 24.80203 18.62851 22.82691
1237655469136347301 229.655818162089 1.97914242943191 19.66971 18.67431 18.27707 18.26709 18.31919
1237655469136347315 229.660655877216 1.98285207362047 20.07178 19.13647 18.63589 18.61922 18.60222
1237655469136349598 229.683638323776 1.98950047648786 24.80744 22.845 21.81986 21.52379 22.83969
1237651736852496568 229.746072810394 2.0596949180873 18.95568 17.66976 17.16688 16.94905 16.89464
1237651736852496571 229.744295049038 2.0432957323307 19.09337 17.82866 17.32186 17.10747 17.05485
1237651736852496578 229.746538010103 2.09463615344857 19.30142 25.11437 18.03093 24.3618 17.66525
1237651736852496581 229.746823346268 2.07145240326545 19.18588 18.09613 17.50614 17.50307 17.47434
1237651736852496586 229.747339972044 2.05784542760167 19.23187 18.16794 17.79653 17.65217 17.67937
1237651736852496597 229.749716699932 2.06379567833022 19.20321 18.16594 17.78967 17.64676 17.6272
1237651736852496602 229.749176865136 2.09497261830546 19.29594 18.33224 18.0053 17.87253 17.91428
1237651736852496603 229.744041006382 2.06918435463547 19.09693 18.15034 17.85626 17.74606 17.7854
1237655469136281993 229.615160061579 1.97149315709404 15.66018 14.53847 14.08242 16.64855 14.03944
1237655469136282003 229.593369004688 1.97837221332679 17.08724 15.5066 14.76382 14.80011 14.4363
1237655469136282036 229.6226119514 1.97297821466904 24.63466 25.11439 17.06942 16.6512 16.54438
1237655469136282046 229.575912566017 1.98898092456395 18.78178 17.43965 16.94922 16.69323 16.58596
1237655469136282048 229.582171199954 1.98504566422221 18.47139 17.26376 16.8796 16.71674 16.67149
1237655469136282049 229.618365610065 1.97560696319898 18.90525 17.60048 17.05885 16.81604 16.73936
1237655469136282050 229.640435026334 1.96998496828144 18.83346 17.52769 16.9727 16.74545 16.63726
1237655469136282057 229.625824546082 1.97430521744028 19.26799 25.11439 24.80204 17.66699 22.82691
1237655469136282073 229.577750176774 1.98644795235928 19.34142 18.23431 17.91598 17.72425 17.66382
1237655469136282075 229.5836576091 1.9830038555217 19.17846 18.11198 17.79449 17.51189 17.62845
1237655469136282077 229.645222558135 1.97224521486862 19.13751 18.09539 17.74989 17.56958 17.52412
1237655469136347249 229.666949866785 1.97816375560189 18.25242 17.10826 17.06449 17.21141 17.27316
