objid ra dec u g r i z redshift
1237664289392690073 187.582158020432 14.08222138068 24.40409 23.29552 20.84989 19.79283 19.31644 0.557696
1237664289392754768 187.737168368057 13.9565463839528 24.65759 22.52942 20.96237 19.94704 19.55927 0.5540936
1237658630769213566 187.437169644611 13.114009161509 18.53561 17.43604 16.95887 16.6037 16.40678 0.04124955
1237658631306347018 188.021528758368 13.4731838503397 21.47144 21.01849 20.15419 19.44484 18.92991 0.5664092
1237658631306347048 188.035582716383 13.5130624255347 22.73019 21.45865 19.99773 19.16104 18.69173 0.4745029
1237658631306347253 187.985196074111 13.4736112799577 26.13167 22.25472 20.50267 19.54099 18.83463 0.5684142
1237661068190352056 187.087933171424 13.9076264693165 23.14245 21.80641 20.64223 19.86808 19.46933 0.2538798
1237661068190352256 187.009459334806 13.731247511214 23.76587 22.70215 21.0447 19.84103 19.10483 0.6395432
1237661068190352334 187.066508458702 13.9026852900733 26.13162 22.12852 20.32183 19.28946 18.87665 0.5006776
1237661068190417341 187.137437467046 13.7521161395753 22.89834 21.75032 20.23398 19.47442 18.98957 0.5132808
1237661068190482511 187.364909375598 13.8306002628965 18.00465 16.61831 15.9799 15.58236 15.32561 0.06455948
1237661068190482812 187.301492308529 13.8794500572081 23.04183 21.96251 20.71835 19.57005 18.98358 0.0001543656
1237661068190482832 187.306480934572 13.7744318413292 22.97388 20.77756 19.11843 18.47773 18.09934 0.3197796
1237661068190482914 187.329241638991 13.801139249626 23.92213 21.70816 19.72264 18.6416 18.22803 0.5131623
1237661068190483176 187.4273466473 13.9137744197149 26.96964 22.28448 20.56659 19.47898 18.96354 0.5675315
1237661068190483276 187.341408108156 13.8773932002922 24.43893 22.83272 21.00766 20.12519 19.60803 0.572083
1237661068190548141 187.559764867415 13.7738232200042 20.01474 18.47347 17.66932 17.23024 16.89909 0.1298507
1237661068190548222 187.574531696554 13.8722386470237 20.93258 19.30008 18.14081 17.67538 17.24334 0.2379175
1237661068190548411 187.456492469791 13.8167552771652 22.56342 21.60102 20.09348 19.1113 18.74153 0.5131071
1237661068190548416 187.458346727477 13.7433910491438 23.03486 21.1001 19.40486 18.71405 18.33974 0.3929413
1237661068190548649 187.53718524967 13.7580846211294 26.14096 22.00405 20.43282 19.33442 18.66799 0.5880162
1237661068190548886 187.50720084139 13.9229262098056 26.69001 22.90605 21.40544 20.17907 19.87661 0.5725275
