objid ra dec u g r i z
1237654670273085459 151.379396533777 0.0713891343045756 20.68668 18.80857 18.05465 17.70089 17.49788
1237654670273085494 151.378258933721 0.0746569268516736 23.63018 22.8291 21.4274 21.26441 21.81033
1237654670273085476 151.373364633119 0.0725453711010605 20.70511 18.53567 28.79998 28.51451 24.86476
1237654670273085486 151.373402946678 0.0732169793613062 23.67465 25.23647 19.90709 19.63105 20.64167
1237654670273085495 151.383330664223 0.0726674655487902 22.9944 21.27651 20.94908 20.7272 20.43852
1237654670273085514 151.383617929738 0.0663495667493826 22.79639 22.08722 21.6977 21.79135 20.91536
1237654670273085963 151.380708942559 0.0646762138862453 22.34398 22.5369 21.91186 21.89188 23.12472
1237654670273086359 151.383274867453 0.0761414605986217 24.41339 23.11887 21.96832 22.50746 24.71597
1237654670273085512 151.387766483499 0.0691972687346462 23.2887 22.42525 21.67685 21.65509 20.83095
1237654670273085454 151.369245953705 0.066473011270374 19.66119 17.59462 15.50356 14.33796 14.10928
1237654670273085921 151.361805856874 0.069072369540102 24.4436 22.64346 24.61037 22.62337 23.05769
1237654670273085932 151.367425768518 0.0571486939981901 24.38386 22.81795 22.66273 22.63221 22.68386
1237654670273085955 151.375561061326 0.0845613693910232 23.173 22.2822 21.78314 22.90953 22.17042
1237654670273085959 151.377853162583 0.0870926257846998 22.71874 22.0273 22.06503 21.06917 21.32457
1237654670273085975 151.383291856107 0.0874571535344903 22.34707 22.31424 21.74113 21.18952 20.66582
1237654670273085976 151.383004469599 0.0857969717007716 23.32265 22.22385 21.6228 21.65882 21.06114
1237654670273085978 151.384450204969 0.0560785276247534 22.75291 22.56674 22.0005 22.2471 22.19002
1237654670273085981 151.385687439174 0.0613816526405709 23.24931 21.82455 21.19729 21.04121 21.2381
1237654670273085984 151.385794632356 0.0836321585578256 23.4585 22.53763 22.70618 22.48175 24.40715
1237654670273085993 151.388321577469 0.0808573885008054 23.40746 22.6672 23.22245 23.17338 22.78537
1237654670273085996 151.391155513189 0.0802592248590269 23.49362 22.38949 21.60987 21.67479 20.97438
1237654670273085999 151.390918265827 0.0658050166024644 24.35281 22.65491 22.019 21.8105 21.93734
1237654670273086000 151.391468859682 0.0584098033578429 23.07987 22.2194 21.52096 21.31778 21.80012
1237654670273086001 151.391780329892 0.0622509076742633 23.99166 22.46129 22.02981 21.82864 21.34888
1237654670273086008 151.395392407755 0.0709330390299595 22.29118 21.71813 22.05073 22.34726 21.88947
1237654670273086361 151.386821411344 0.0882572285358111 25.21537 23.11443 22.02914 22.43453 21.77766
1237654670273086366 151.390168118314 0.0611897508372342 24.23302 23.97793 22.11108 24.70313 20.76763
1237654670273086498 151.385087193651 0.0869961647655243 23.53 23.17853 22.66364 21.91399 23.36859
1237651801234670226 151.368948381628 0.115457032394516 24.18207 22.80727 22.47713 21.67467 21.52465
1237651801234670238 151.371920907745 0.102218954508706 24.04145 22.46457 21.84508 22.01215 21.57747
1237651801234670244 151.373870925959 0.110649065906652 22.73046 21.195 19.80189 19.21313 18.82536
1237651801234670245 151.375136832376 0.112184441170242 25.20693 24.08128 22.77518 21.64125 23.79582
1237651801234670261 151.381299005497 0.105547324404733 23.83976 25.89794 24.97969 21.91423 22.46352
1237651801234670429 151.347799774211 0.101476617483809 24.38428 23.77773 21.91058 20.95574 19.94294
1237651801234670438 151.353270712307 0.108547521844468 24.61305 23.9917 22.26304 21.77384 21.99498
1237651801234735156 151.413659135186 0.101584635963021 24.98691 24.69233 21.94867 22.98655 24.03316
1237651801234735399 151.395578222827 0.112085143668909 21.28393 20.39074 19.71047 19.62168 19.59283
1237651801234735485 151.387455639249 0.109521599048852 22.64881 22.17709 21.48417 21.27074 21.09633
1237651801234735526 151.403659887262 0.101525134226347 23.64605 22.32004 22.44964 22.08088 21.46866
1237651801234735527 151.404362503261 0.107243657878857 23.04045 22.41569 21.91828 21.65454 20.80959
1237651801234735531 151.405842070121 0.103034757013363 25.62254 22.84991 22.32721 22.54571 22.78572
1237651801234736042 151.384315194646 0.101851105512124 25.20747 23.0543 22.91801 21.02172 20.97195
1237651801234736157 151.390390256214 0.108134071202125 23.62708 24.35832 22.74488 21.63129 21.44717
1237654670273019984 151.334915650597 0.070150301581043 24.20444 24.08718 22.94928 22.19434 21.91358
1237654670273020113 151.339678324213 0.0885299723559452 20.8887 18.68116 17.36214 16.83864 16.4498
1237654670273020604 151.342692942448 0.0775271465558773 21.83414 20.44862 19.37681 18.9326 18.5266
1237654670273020624 151.351714767244 0.0483652681370303 24.86424 22.78744 23.63096 23.49572 21.27288
1237654670273020627 151.352985502909 0.0598456297915224 20.7819 21.01642 22.14649 22.34558 19.3748
