objid ra dec u g r i z redshift
1237665429167604636 205.606392741541 28.8087326763021 26.14377 21.78793 20.64727 19.80184 19.6558 0.5441238
1237665429167604764 205.643908725145 28.8039716333989 24.81449 20.60244 18.80529 18.12641 17.64995 0.3819841
1237665429167605109 205.656961911737 28.7783601188462 22.25047 21.53776 19.69334 18.6409 18.21765 0.5928277
1237665429167669744 205.682222373258 28.7699509811538 24.15439 22.00188 20.71592 19.83199 19.32161 0.5701945
1237665429167669783 205.676371175562 28.6988218570986 22.62532 21.36371 19.51928 18.65652 18.19742 0.4953747
1237665429167669827 205.688795841177 28.6974004595726 24.45638 22.63904 20.82403 19.8837 19.40584 0.5691614
1237665429167669860 205.695316205389 28.6654952647505 24.05314 22.34572 20.47398 19.66981 19.27908 0.492996
1237665429167669920 205.705613567717 28.64355782678 25.60746 22.21749 20.46848 19.59248 19.08615 0.4952285
1237665429167670010 205.725698450067 28.610495451212 24.25946 22.21365 20.33622 19.36535 18.8756 0.4966492
1237665429167670411 205.724414646194 28.5867939594496 23.66205 21.81187 20.36901 19.35804 18.71321 0.605244
1237665429167734944 205.957041716785 28.6738411099882 24.01062 22.549 21.03721 19.929 19.65108 0.5320354
1237665429167735477 205.938225235715 28.6069287828288 23.78438 22.07931 20.29791 19.45782 19.12862 0.468202
1237665429167735538 205.967078127444 28.6609049114104 25.75044 22.22239 20.77249 19.67906 19.14132 0.5688398
1237665429167800335 206.008905483957 28.6458496531854 20.56419 18.66209 17.74282 17.35522 17.03553 0.1104957
1237665429167800429 206.010633359378 28.5460209128215 19.12203 17.81061 17.1055 16.73678 16.48008 0.1181627
1237665441519698105 204.978067652754 28.2066007766991 20.44597 18.75743 17.73855 17.2618 16.88726 0.193249
1237665441519698795 205.005255542872 28.1463682155688 24.23812 22.7498 20.97348 19.89879 19.29486 0.5564079
1237665441519829885 205.389422553403 28.1652705890734 22.28068 21.38627 20.31341 19.60097 19.33722 0.4959882
1237665441519894697 205.426991030127 28.0619823516013 18.42373 17.06291 16.26922 15.82234 15.50976 0.1058359
1237665441519894770 205.483947538244 28.1264376791253 25.50578 22.93239 20.75444 19.62407 19.26424 0.5881317
1237665441519894800 205.474476220203 28.030169798599 19.36436 17.51567 16.53504 16.10469 15.76303 0.1052686
1237665441519894848 205.513682636617 28.0893183078869 20.77868 18.8565 17.6896 17.22437 16.87367 0.1665196
1237665441519960218 205.616392116779 28.079562135354 18.61055 17.50448 17.10568 16.83961 16.71597 0.05048689
1237665441519960227 205.643020479938 28.1052496045928 18.86216 17.63117 17.11291 16.793 16.61455 0.0759531
1237665441519960280 205.669775875745 28.0490057598101 21.14724 18.92129 17.70812 17.21333 16.83661 0.1655712
1237665441519960624 205.629924554831 28.1010057324723 22.86673 21.55172 19.84224 18.85747 18.37533 0.4953468
1237665441519960693 205.650844339356 28.0866599711124 22.82422 20.76782 19.10181 18.46207 18.02816 0.3745589
1237665441519960746 205.671285739879 28.0800753815724 24.99164 21.98992 20.35303 19.47845 18.93269 0.4635547
1237665441519961088 205.707076278011 28.0767770662597 26.64645 23.02646 21.29515 20.01996 19.5409 0.72257
1237665441520025653 205.874566922281 28.0559328179854 18.20092 17.87036 17.33558 16.92164 16.78471 0.2275464
1237665441520025810 205.840321559127 28.0506562570614 20.82537 19.17236 17.80066 17.27056 16.95805 0.2304776
1237665441520025819 205.831629802355 27.93058328508 22.02685 20.56573 18.86293 18.16141 17.76708 0.4121227
1237665441520025839 205.881606403703 27.9582397952243 21.3145 19.44827 18.03279 17.49072 17.10773 0.247483
1237665441520091291 205.916178807316 28.0383341990109 20.79532 19.10313 17.64502 17.10418 16.8129 0.2340249
1237665441520091300 205.938159420091 28.0999461767844 20.96847 18.81368 17.4869 16.97526 16.6873 0.2312702
1237665441520091516 205.925529107161 27.9650452653865 25.00105 21.28165 19.30075 18.68925 18.42483 0.3822421
1237665442056568918 205.060646227405 28.607243257261 19.39626 17.79977 17.45737 17.20201 17.06433 0.05799975
1237665442056568922 205.042358588716 28.5121256538952 20.30718 18.43588 17.42992 17.00444 16.6358 0.1298658
1237665442056569129 204.989785054255 28.5248605943413 21.70903 21.2071 20.32838 19.64448 19.40289 0.5979119
1237665442056634555 205.253370722091 28.5166374306376 19.46307 17.63503 16.76582 16.34939 16.03077 0.05457805
1237665442056634931 205.165001247316 28.4690927469542 22.83594 21.24017 19.666 18.84163 18.30159 0.4648016
1237665442056634960 205.181973020949 28.4940501650597 26.92768 22.12042 20.57581 19.75557 19.34366 0.4621294
1237665442056635019 205.20290987502 28.4943688533479 23.08368 21.34725 19.67565 18.93612 18.6109 0.4566441
1237665442056635091 205.247228263547 28.5974307055386 24.59773 21.90519 20.32475 19.37199 18.85538 0.4872116
1237665442056635194 205.262270222408 28.5191847730635 25.72375 20.34252 18.72429 17.81721 17.4436 0.4899046
1237665442056635309 205.300139841683 28.511255183756 22.56215 21.03763 19.3342 18.63959 18.24227 0.4226174
1237665442056700468 205.352054631762 28.5763382037645 24.22117 23.83752 21.21266 20.03989 19.68381 0.5640638
1237665442056897186 205.890294116325 28.3954375830954 26.45876 21.73841 20.36894 19.38157 18.78349 0.532795
1237665428093796455 205.295711150258 27.9816810248509 20.95542 18.66263 17.56523 17.1221 16.7734 0.1377758
1237665428093862549 205.492971420904 27.9050324382762 22.71912 21.71413 20.31146 19.53052 18.95137 0.6100398
1237665428093993317 205.685619231557 27.8960592148217 21.37835 21.06718 19.70116 18.70204 18.16987 0.6134009
1237665428093993364 205.697495205882 27.875650755866 22.52884 21.35151 19.97038 19.23377 18.87884 0.4835786
1237665428630536312 204.981878036986 28.4007865238788 15.6803 14.33517 13.50581 13.0441 12.70133 0.01611997
1237665428630536313 204.980944549724 28.3957678928475 16.32483 15.42982 15.26173 15.33905 15.35395 0.01584986
1237665428630536752 205.029682135889 28.3674068568161 25.12004 21.39814 20.20732 19.4223 18.90653 0.5985345
1237665428630536831 205.060074016397 28.3562041560758 25.25798 21.84143 20.32213 19.46875 19.07889 0.4607804
1237665428630601739 205.075740986348 28.3111264101171 20.93708 18.82222 17.86173 17.44733 17.1257 0.09405056
1237665428630602203 205.09394310692 28.3579373655988 24.18141 22.82144 20.16945 19.01889 18.39718 0.5725974
1237665428630602270 205.106487688309 28.3052245358742 23.15921 22.45716 20.54562 19.41875 18.94966 0.5639844
1237665428630667970 205.302143902612 28.3957522992981 19.79338 18.63811 17.73023 17.31863 17.02585 0.2049457
1237665428630929548 206.054606484875 28.2220060212299 21.25261 18.88374 17.54355 17.03346 16.66344 0.2082738
1237665428630929571 205.917280484635 28.1430002161973 22.11631 19.56072 18.10354 17.57236 17.28266 0.2315428
1237665428630994953 206.07837094242 28.1465784867146 20.57552 18.67292 17.79176 17.44539 17.13274 0.09626406
1237665428630995016 206.093942984731 28.1912437897656 20.57368 18.83863 17.54466 17.07824 16.74713 0.1937397
1237665429167407240 205.140887120427 28.7170555848558 23.53838 21.45207 19.83605 18.84172 18.42184 0.4895394
1237665429167472779 205.260119675282 28.6903668420199 21.58746 19.45401 18.05055 17.52071 17.14293 0.2349265
1237665429167472857 205.234710128058 28.7698128869176 21.92726 19.60804 18.19059 17.64945 17.25514 0.2503433
1237665429167473399 205.30697519449 28.854632849041 26.0652 22.61846 20.75981 19.75104 19.31449 0.5321773
1237665429167538346 205.415708202603 28.7044495568091 19.09186 17.22653 16.29313 15.89097 15.53917 0.103838
1237665429167538438 205.464219546657 28.7408710521794 19.96935 18.38256 17.20952 16.72656 16.3973 0.2467185
1237665429167538763 205.393239864084 28.8363795159981 25.95587 22.46077 20.90846 19.86932 19.25968 0.5693585
1237665429167603871 205.516792520695 28.7493908978848 19.18253 17.47692 16.69037 16.28558 15.99148 0.09653845
1237665429167604812 205.649830534595 28.7666793054947 24.42888 22.20082 20.71224 19.58099 19.11241 0.5868737
1237665429167734874 205.829505686877 28.6465802872314 19.72449 17.85243 16.90729 16.43877 16.0722 0.08747663
1237665429167734891 205.874129086829 28.6914840012039 20.95322 19.02557 17.6467 17.14434 16.81734 0.2172864
1237665429167735112 205.848432896984 28.7369863943337 24.87115 22.08516 20.39121 19.51041 18.96683 0.5203492
1237665429167735223 205.865676683322 28.6134906945778 24.09909 21.37194 19.64104 18.81347 18.3977 0.4663484
1237665429167735346 205.90149204863 28.6165944880527 22.85386 20.6503 19.02075 18.14279 17.74461 0.4621708
1237665429167735375 205.923774344551 28.6803012131357 23.22344 22.31034 20.31852 19.4261 18.98273 0.4940144
1237665429167735460 205.963641169164 28.7471256593761 26.75607 22.13398 20.26151 19.38369 18.91723 0.5039858
1237665429167800400 206.007856073272 28.6964246046472 19.97682 18.56377 17.55866 17.02488 16.63432 0.1941617
1237665441519698018 204.973169469715 28.2636384519462 19.198 17.47194 16.6348 16.1753 15.82492 0.07638533
1237665441519698395 204.980175271936 28.2173112786266 24.50839 22.635 20.68387 19.75461 19.44399 0.5980352
1237665441519698798 205.028377922463 28.2600200940908 23.85376 22.84663 21.47623 20.11307 19.6913 0.6664423
1237665441519960351 205.680122918588 27.9910819027411 22.44152 20.78999 18.98392 18.31598 17.95538 0.3746375
1237665441519960616 205.601980826805 27.977723530784 23.71027 21.22497 19.5893 18.70914 18.27892 0.4636153
1237665441519960903 205.702370833474 27.9526119799417 22.80344 21.94895 20.32319 19.54459 19.18907 0.5806293
1237665441519961087 205.688898343362 28.0015803913369 24.73749 22.77388 20.5512 19.71285 19.06895 0.4962457
1237665441520025664 205.904148286393 28.0899230943674 21.37147 18.83765 17.47615 16.97642 16.68827 0.231458
1237665441520026163 205.822324653808 28.033684869488 23.57137 21.09598 19.29154 18.62368 18.29501 0.3793518
1237665441520091158 205.958834853778 28.0349605804722 18.40113 18.11871 17.59064 17.18941 17.23159 0.2114582
1237665442056568932 205.073698664377 28.5445096803013 18.54373 17.56223 17.29288 17.05747 16.98526 0.04550012
1237665442056634891 205.150748620715 28.4822742478015 23.43236 21.82726 20.2123 19.2222 18.89387 0.4634539
1237665442056700476 205.328357422416 28.4733081466796 25.78985 21.1883 19.4727 18.55765 18.23876 0.487682
1237665442056701768 205.378669304957 28.5401632844478 23.63716 21.75092 20.0206 19.09103 18.61449 0.4942183
1237665442056701840 205.364781962132 28.4321136918873 24.51068 21.18037 19.59012 18.68626 18.25173 0.496318
1237665442056831770 205.712206130819 28.4436112274782 19.64215 17.5458 16.63412 16.11863 15.73949 0.09635592
1237665442056833405 205.819146516983 28.5287237587196 22.47343 21.29313 19.67571 18.78608 18.60941 0.4756094
1237665442056833445 205.833873708988 28.5183008873273 26.53679 21.92915 20.44706 19.58925 19.40131 0.4749836
1237665442056896590 205.906932149241 28.3536128833429 19.99147 18.51565 17.56869 17.113 16.80542 0.1292538
1237665442056896749 205.965452047739 28.5068971531058 20.61637 18.48942 17.55854 17.06076 16.67552 0.1112691
1237665442056896760 205.989961921232 28.5130941380434 19.27654 17.61191 16.68222 16.23489 15.88734 0.1173467
1237665442056896825 205.897685290747 28.4409295314255 23.10118 20.77152 19.03081 18.42566 18.07859 0.3333292
1237665442056962145 206.071625625224 28.3241862912726 19.33068 17.61903 16.69465 16.29526 15.90781 0.1173511
1237665442056962413 206.051463276149 28.4593780885041 24.53191 21.77365 20.21156 19.36063 18.90946 0.4771019
1237665442056962414 206.056487305272 28.4830714364972 25.27062 21.9971 20.22203 19.40543 18.89365 0.5334751
1237665442593505465 205.36599976325 28.8578354857066 20.48229 18.60528 17.47811 17.11918 16.8679 0.2948665
1237665442593505871 205.337815210118 28.8585870140655 22.79351 22.42319 20.41957 19.60255 18.96182 0.489307
1237665442593570957 205.470383444324 28.8774329625795 20.83754 18.97998 17.61409 17.05561 16.71233 0.205557
1237665442593571381 205.527312360117 28.8510511988789 22.24787 21.60612 19.88714 19.11332 18.624 0.4714141
1237665442593636680 205.612252643379 28.8858658990997 22.61445 21.79412 20.31274 19.29725 18.84115 0.5320843
1237665442593636866 205.696419710994 28.8286024033681 22.16056 21.73927 20.24717 19.30996 18.98683 0.5135596
1237665442593702001 205.766522457463 28.7924499692204 19.14198 18.17734 17.75302 17.40508 17.32623 0.1153108
1237665442593702011 205.789236302136 28.800374332191 19.23074 18.08201 17.59554 17.24495 17.10767 0.05752007
1237665442593702191 205.744344204081 28.8794734575482 21.64629 21.22957 19.98742 19.26082 18.86615 0.5217348
1237665442593702246 205.769113042672 28.8268429118687 21.91095 21.27936 20.00306 19.41227 19.00767 0.4931877
1237665442593702257 205.769205233217 28.8122974752502 25.24108 23.92929 21.18222 19.96377 19.39131 0.6069971
1237665442593702347 205.806067029069 28.8167820577924 22.12024 20.78948 19.00635 18.33514 17.85026 0.3713903
1237665442593702580 205.764309819861 28.8468015419932 23.34634 22.43645 20.63899 19.63083 19.23013 0.6074903
